Number,Cell,Slice,Date,Sample,Mouse,Mouse date of birth,Mouse age,Mouse gender,Mouse genotype,Targeted layer,Inferred layer,Cre,Exon reads,Intron reads,Intergenic reads,Sequencing batch,Number of genes detected,RNA family,RNA type,RNA type confidence,RNA type top-3,ALM/VISp top-3,Length (bp),Yield (pg/µl),User,Hold Time (min),Soma depth (µm),Soma depth (4x),Cortical thickness (4x),Cortical thickness (µm),Traced,Exclusion reasons
93,20180306_sample_3,20180306_slice_3,3/6/2018,sample 3,mouse_YMIOM,1/10/2018,55,M,Pvalb-Cre/wt; Ai9/wt,3-Feb,3-Feb,PV-,194754,297420,86657,2,6288,IT,L2/3 IT_3,0.79,L2/3 IT_3 (79.4%),,,,,,,,,,,
94,20180306_sample_5,20180306_slice_5,3/6/2018,sample 5,mouse_YMIOM,1/10/2018,55,M,Pvalb-Cre/wt; Ai9/wt,3-Feb,3-Feb,PV-,332635,282167,49452,3,7406,IT,L2/3 IT_3,0.93,L2/3 IT_3 (93.3%),,,,,,,,,,,
95,20180309_sample_4,20180309_slice_4,3/9/2018,sample 4,mouse_AYGIX,1/10/2018,58,M,Pvalb-Cre/wt; Ai9/wt,3-Feb,5,PV-,315645,500355,110850,2,4578,IT,L5 IT_1,0.6,L5 IT_1 (59.9%),,,,,,,,,,,
96,20180309_sample_6,20180309_slice_6,3/9/2018,sample 6,mouse_AYGIX,1/10/2018,58,M,Pvalb-Cre/wt; Ai9/wt,3-Feb,3-Feb,PV-,802418,1184210,285395,2,8798,IT,L5 IT_1,0.75,L5 IT_1 (74.7%),,,,,,,,,,,
97,20180309_sample_7,20180309_slice_7,3/9/2018,sample 7,mouse_AYGIX,1/10/2018,58,M,Pvalb-Cre/wt; Ai9/wt,5,3-Feb,PV-,558876,400939,116624,2,6859,IT,L4/5 IT_2,0.9,L4/5 IT_2 (90.1%),,,,,,,,,,,
98,20180309_sample_8,20180309_slice_8,3/9/2018,sample 8,mouse_AYGIX,1/10/2018,58,M,Pvalb-Cre/wt; Ai9/wt,3-Feb,3-Feb,PV-,503374,1482928,308248,2,9696,IT,L2/3 IT_3,0.93,L2/3 IT_3 (93.3%),,,,,,,,,,,
99,20180313_sample_1,20180313_slice_1,3/13/2018,sample 1,mouse_ALHXK,1/23/2018,49,M,wt/wt,5,5,WT,44580,16072,36280,3,598,low quality,,,,,1536,115.85,Fede,5,534.4,193.2,490.4,1353.504,,
100,20180313_sample_2,20180313_slice_2,3/13/2018,sample 2,mouse_ALHXK,1/23/2018,49,M,wt/wt,3-Feb,3-Feb,WT,531378,600187,105124,2,11900,ET,L5 ET_1,1,L5 ET_1 (100.0%),L5 PT ALM Slco2a1 (97.0%),1896,261.01,Fede,10,309.6,112.2,612.9,1691.604,y,
101,20180313_sample_3,20180313_slice_3,3/13/2018,sample 3,mouse_ALHXK,1/23/2018,49,M,wt/wt,3-Feb,3-Feb,WT,345625,628534,117480,2,12111,ET,L5 ET_1,0.98,L5 ET_1 (98.1%),L5 PT ALM Slco2a1 (99.0%),2488,163.61,Fede,10,297.4,108.1,553.2,1526.832,y,
102,20180313_sample_7,20180313_slice_7,3/13/2018,sample 7,mouse_SQHCC,1/23/2018,49,M,wt/wt,3-Feb,3-Feb,WT,172357,185948,96095,2,7975,IT,L2/3 IT_3,0.89,L2/3 IT_3 (88.6%),,,,,,,,,,,
103,20180313_sample_8,20180313_slice_8,3/13/2018,sample 8,mouse_SQHCC,1/23/2018,49,M,wt/wt,3-Feb,3-Feb,WT,256407,113514,181034,2,2201,low quality,,,,,1511,216.43,Fede,10,386.6,141.1,545.1,1504.476,,
104,20180313_sample_9,20180313_slice_9,3/13/2018,sample 9,mouse_SQHCC,1/23/2018,49,M,wt/wt,3-Feb,3-Feb,WT,356454,318945,257899,2,4669,Pvalb,Pvalb Reln,0.47,Pvalb Reln (46.9%),,,,,,,,,,,
105,20180315_sample_1,20180315_slice_1,3/15/2018,sample 1,mouse_AEJGZ,1/23/2018,51,M,wt/wt,5,5,WT,982698,1684680,288991,2,12843,ET,L5 ET_2,0.84,L5 ET_2 (83.9%),,,,,,,,,,,
106,20180315_sample_2,20180315_slice_2,3/15/2018,sample 2,mouse_AEJGZ,1/23/2018,51,M,wt/wt,3-Feb,3-Feb,WT,803339,82766,84780,2,4478,low quality,,,,,1540,80.71,Matteo,9,298.7,109.6,538.2,1485.432,y,
107,20180315_sample_5,20180315_slice_5,3/15/2018,sample 5,mouse_AEJGZ,1/23/2018,51,M,wt/wt,3-Feb,3-Feb,WT,1757112,198687,86215,2,8963,IT,L2/3 IT_3,0.77,L2/3 IT_3 (77.1%),,,,,,,,,,,
108,20180315_sample_6,20180315_slice_6,3/15/2018,sample 6,mouse_AEJGZ,1/23/2018,51,M,wt/wt,3-Feb,3-Feb,WT,301935,429757,105463,2,9059,IT,L2/3 IT_3,0.81,L2/3 IT_3 (81.3%),,,,,,,,,,,
109,20180321_sample_2,20180321_slice_2,3/21/2018,sample 2,mouse_IGIHL,2/2/2018,47,F,Pvalb-Cre/wt; Ai9/wt,5,5,PV-,203219,438813,69029,3,8209,IT,L5 IT_1,0.95,L5 IT_1 (95.1%),L5 IT ALM Cpa6 Gpr88 (63.0%),,,,,,,,,,
110,20180321_sample_3,20180321_slice_3,3/21/2018,sample 3,mouse_IGIHL,2/2/2018,47,F,Pvalb-Cre/wt; Ai9/wt,5,5,PV-,294186,456715,84597,2,10772,IT,L4/5 IT_2,0.94,L4/5 IT_2 (94.4%),,,,,,,,,,,
111,20180321_sample_4,20180321_slice_4,3/21/2018,sample 4,mouse_IGIHL,2/2/2018,47,F,Pvalb-Cre/wt; Ai9/wt,3-Feb,3-Feb,PV-,248931,422066,70866,2,9229,IT,L2/3 IT_3,0.84,L2/3 IT_3 (83.6%),,,,,,,,,,,
112,20180321_sample_8,20180321_slice_8,3/21/2018,sample 8,mouse_IGIHL,2/2/2018,47,F,Pvalb-Cre/wt; Ai9/wt,5,5,PV-,406527,371893,186096,2,7371,ET,L5 ET_1,0.74,L5 ET_1 (73.7%),,,,,,,,,,,
113,20180321_sample_9,20180321_slice_9,3/21/2018,sample 9,mouse_IGIHL,2/2/2018,47,F,Pvalb-Cre/wt; Ai9/wt,5,5,PV-,639051,630815,278395,2,7534,ET,L5 ET_1,0.93,L5 ET_1 (93.1%),,,,,,,,,,,
114,20180322_sample_1,20180322_slice_1,3/22/2018,sample 1,mouse_BAPWW,1/23/2018,58,M,wt/wt,3-Feb,3-Feb,WT,277056,356045,57611,2,8515,IT,L2/3 IT_3,0.9,L2/3 IT_3 (89.9%),,,,,,,,,,,
115,20180322_sample_2,20180322_slice_2,3/22/2018,sample 2,mouse_BAPWW,1/23/2018,58,M,wt/wt,3-Feb,3-Feb,WT,348196,282062,49099,2,10355,IT,L2/3 IT_2,0.54,L2/3 IT_2 (53.7%),,,,,,,,,,,
116,20180322_sample_3,20180322_slice_3,3/22/2018,sample 3,mouse_BAPWW,1/23/2018,58,M,wt/wt,5,5,WT,296454,266857,48375,3,11139,IT,L4/5 IT_2,0.97,L4/5 IT_2 (96.7%),L5 IT ALM Lypd1 Gpr88 (58.0%),,,,,,,,,,
117,20180322_sample_4,20180322_slice_4,3/22/2018,sample 4,mouse_BAPWW,1/23/2018,58,M,wt/wt,3-Feb,5,WT,1388956,1772108,316486,2,12838,IT,L4/5 IT_2,0.94,L4/5 IT_2 (94.1%),,,,,,,,,,,
118,20180322_sample_5,20180322_slice_5,3/22/2018,sample 5,mouse_BAPWW,1/23/2018,58,M,wt/wt,5,5,WT,1125610,1685586,269638,2,12068,IT,L5 IT_1,0.97,L5 IT_1 (96.6%),L5 IT ALM Cpa6 Gpr88 (96.0%),1965,339.38,Fede,15,602.6,221.4,513.5,1417.26,y,
119,20180322_sample_6,20180322_slice_6,3/22/2018,sample 6,mouse_BAPWW,1/23/2018,58,M,wt/wt,5,6,WT,1169600,1141824,190785,2,11234,ET,L5 ET_1,1,L5 ET_1 (100.0%),L5 PT ALM Slco2a1 (100.0%),2081,216.8,Matteo,10,1056.5,357.5,511.8,1412.568,y,
120,20180322_sample_7,20180322_slice_7,3/22/2018,sample 7,mouse_BAPWW,1/23/2018,58,M,wt/wt,5,5,WT,1890534,3104089,518607,2,13985,ET,L5 ET_4,0.99,L5 ET_4 (99.0%),L5 PT ALM Npsr1 (100.0%),2005,377.55,Fede,12,583.2,222.6,529.8,1462.248,,
121,20180327_sample_1,20180327_slice_1,3/27/2018,sample 1,mouse_XECLH,1/22/2018,64,F,Pvalb-Cre/wt; Ai9/wt,5,5,PV+,2258088,2552396,433759,2,14396,Pvalb,Pvalb Il1rapl2,0.93,Pvalb Il1rapl2 (93.0%),,,,,,,,,,,
122,20180327_sample_2,20180327_slice_2,3/27/2018,sample 2,mouse_XECLH,1/22/2018,64,F,Pvalb-Cre/wt; Ai9/wt,5,5,PV+,791519,595394,71922,3,9642,Pvalb,Pvalb Gpr149,0.97,Pvalb Gpr149 (96.7%),Pvalb Gpr149 Islr (92.0%),,,,,,,,,,
123,20180327_sample_3,20180327_slice_3,3/27/2018,sample 3,mouse_XECLH,1/22/2018,64,F,Pvalb-Cre/wt; Ai9/wt,5,5,PV-,1623833,2423781,364624,2,14080,IT,L5 IT_1,0.96,L5 IT_1 (96.1%),L5 IT ALM Cpa6 Gpr88 (45.0%),,,,,,,,,,
124,20180327_sample_4,20180327_slice_4,3/27/2018,sample 4,mouse_XECLH,1/22/2018,64,F,Pvalb-Cre/wt; Ai9/wt,5,5,PV+,1556053,1110834,231775,2,10363,Pvalb,Pvalb Reln,0.69,Pvalb Reln (69.4%),,,,,,,,,,,
125,20180327_sample_5,20180327_slice_5,3/27/2018,sample 5,mouse_XECLH,1/22/2018,64,F,Pvalb-Cre/wt; Ai9/wt,5,5,PV+,1612082,1067086,204857,2,12212,Pvalb,Pvalb Gpr149,0.99,Pvalb Gpr149 (98.7%),Pvalb Gpr149 Islr (100.0%),2374,95.36,Fede,35,925.9,336.3,581.3,1604.388,y,
126,20180327_sample_6,20180327_slice_6,3/27/2018,sample 6,mouse_XECLH,1/22/2018,64,F,Pvalb-Cre/wt; Ai9/wt,3-Feb,3-Feb,PV-,1788069,1331153,283564,2,12658,IT,L4/5 IT_2,0.98,L4/5 IT_2 (98.0%),L5 IT ALM Lypd1 Gpr88 (99.0%),2003,197.83,Fede,12,307.2,111.3,507.1,1399.596,y,
127,20180329_sample_1,20180329_slice_1,3/29/2018,sample 1,mouse_VCACE,11/23/2017,126,F,wt/wt,5,5,WT,870946,1641750,262252,2,14472,IT,L5 IT_1,0.75,L5 IT_1 (74.7%),,,,,,,,,,,
128,20180329_sample_2,20180329_slice_2,3/29/2018,sample 2,mouse_VCACE,11/23/2017,126,F,wt/wt,5,5,WT,1026596,60138,77478,2,4631,IT,L5 IT_2,0.32,L5 IT_2 (31.9%),,,,,,,,,,,
129,20180329_sample_3,20180329_slice_3,3/29/2018,sample 3,mouse_VCACE,11/23/2017,126,F,wt/wt,5,5,WT,1016774,1435498,262296,2,13394,IT,L5 IT_1,0.92,L5 IT_1 (91.7%),,,,,,,,,,,
130,20180329_sample_4,20180329_slice_4,3/29/2018,sample 4,mouse_VCACE,11/23/2017,126,F,wt/wt,5,5,WT,814601,1103393,214963,2,12970,ET,L5 ET_1,0.97,L5 ET_1 (97.1%),L5 PT ALM Slco2a1 (100.0%),2157,425.25,Matteo,12,790.1,279.5,590.6,1630.056,y,
131,20180329_sample_5,20180329_slice_5,3/29/2018,sample 5,mouse_VCACE,11/23/2017,126,F,wt/wt,5,5,WT,278312,358794,57676,2,8490,IT,L2/3 IT_3,0.91,L2/3 IT_3 (90.9%),,,,,,,,,,,
132,20180329_sample_6,20180329_slice_6,3/29/2018,sample 6,mouse_VCACE,11/23/2017,126,F,wt/wt,5,5,WT,1832957,2158315,346559,2,15393,IT,L5 IT_1,0.58,L5 IT_1 (57.9%),,,,,,,,,,,
133,20180329_sample_7,20180329_slice_7,3/29/2018,sample 7,mouse_VCACE,11/23/2017,126,F,wt/wt,5,5,WT,38,12,5,3,58,low quality,,,,,1510,273.46,Fede,3,759.9,275,548.5,1513.86,,
134,20180329_sample_8,20180329_slice_8,3/29/2018,sample 8,mouse_VCACE,11/23/2017,126,F,wt/wt,5,5,WT,1336357,1674201,410718,2,12427,IT,L4/5 IT_2,0.98,L4/5 IT_2 (97.6%),L5 IT ALM Lypd1 Gpr88 (95.0%),1612,323.03,Matteo,20,567.3,217,522.4,1441.824,y,
135,20180403_sample_5,20180403_slice_5,4/3/2018,sample 5,mouse_ONCAE,11/23/2017,131,F,wt/wt,5,5,WT,927018,1165944,215885,2,11109,IT,L5 IT_1,0.99,L5 IT_1 (99.4%),L5 IT ALM Cpa6 Gpr88 (91.0%),,,,,,,,,,
136,20180403_sample_6,20180403_slice_6,4/3/2018,sample 6,mouse_ONCAE,11/23/2017,131,F,wt/wt,5,5,WT,696229,534596,162329,2,12023,ET,L5 ET_1,0.94,L5 ET_1 (93.9%),,,,,,,,,,,
137,20180403_sample_7,20180403_slice_7,4/3/2018,sample 7,mouse_ONCAE,11/23/2017,131,F,wt/wt,5,5,WT,976235,1379182,246592,2,11296,IT,L5 IT_1,0.87,L5 IT_1 (87.4%),,,,,,,,,,,
138,20180404_sample_1,20180404_slice_1,4/4/2018,sample 1,mouse_ZWNGI,1/22/2018,72,F,Pvalb-Cre/wt; Ai9/wt,3-Feb,3-Feb,PV+,368600,20729,26186,2,5185,Pvalb,Pvalb Reln,0.56,Pvalb Reln (55.7%),,,,,,,,,,,
139,20180404_sample_2,20180404_slice_2,4/4/2018,sample 2,mouse_ZWNGI,1/22/2018,72,F,Pvalb-Cre/wt; Ai9/wt,3-Feb,3-Feb,PV+,2749151,1983089,229592,2,13705,Pvalb,Pvalb Reln,0.99,Pvalb Reln (99.3%),Pvalb Reln Itm2a (100.0%),2413,133.63,Matteo,35,431.2,160.6,635.5,1753.98,y,
140,20180404_sample_3,20180404_slice_3,4/4/2018,sample 3,mouse_ZWNGI,1/22/2018,72,F,Pvalb-Cre/wt; Ai9/wt,3-Feb,3-Feb,PV-,245546,74515,22749,3,10618,IT,L4/5 IT_2,0.91,L4/5 IT_2 (90.7%),,,,,,,,,,,
141,20180404_sample_4,20180404_slice_4,4/4/2018,sample 4,mouse_ZWNGI,1/22/2018,72,F,Pvalb-Cre/wt; Ai9/wt,3-Feb,3-Feb,PV+,1483407,1294895,238762,2,11204,Pvalb,Pvalb Il1rapl2,0.89,Pvalb Il1rapl2 (89.3%),,,,,,,,,,,
142,20180404_sample_5,20180404_slice_5,4/4/2018,sample 5,mouse_ZWNGI,1/22/2018,72,F,Pvalb-Cre/wt; Ai9/wt,6,5,PV+,1385280,1723009,351893,2,12344,Pvalb,Pvalb Kank4,0.68,Pvalb Kank4 (67.7%),,,,,,,,,,,
143,20180404_sample_7,20180404_slice_7,4/4/2018,sample 7,mouse_ZWNGI,1/22/2018,72,F,Pvalb-Cre/wt; Ai9/wt,3-Feb,3-Feb,PV-,972622,1048955,284984,2,9773,IT,L2/3 IT_3,0.76,L2/3 IT_3 (75.9%),,,,,,,,,,,
144,20180405_sample_1,20180405_slice_1,4/5/2018,sample 1,mouse_OOZJM,12/18/2017,108,F,wt/wt,3-Feb,5,WT,1498570,2043882,316673,2,12058,ET,L5 ET_1,0.99,L5 ET_1 (98.9%),L5 PT ALM Slco2a1 (100.0%),2219,183.44,Matteo,10,1095.1,391.6,554.6,1530.696,,
145,20180405_sample_2,20180405_slice_2,4/5/2018,sample 2,mouse_OOZJM,12/18/2017,108,F,wt/wt,5,5,WT,104092,175399,29820,3,8967,IT,L4/5 IT_2,0.98,L4/5 IT_2 (98.0%),L5 IT ALM Lypd1 Gpr88 (94.0%),,,,,,,,,,
146,20180405_sample_3,20180405_slice_3,4/5/2018,sample 3,mouse_OOZJM,12/18/2017,108,F,wt/wt,3-Feb,5,WT,819299,709940,139913,2,9045,IT,L4/5 IT_1,0.98,L4/5 IT_1 (98.4%),L4 IT VISp Rspo1 (97.0%),1521,248,Matteo,12,490.4,177.3,601.2,1659.312,y,
147,20180410_sample_1,20180410_slice_1,4/10/2018,sample 1,mouse_SGQTD,1/22/2018,78,F,Pvalb-Cre/wt; Ai9/wt,3-Feb,3-Feb,PV+,1629639,1769452,282929,2,12259,Pvalb,Pvalb Il1rapl2,0.64,Pvalb Il1rapl2 (64.1%),,,,,,,,,,,
148,20180410_sample_3,20180410_slice_3,4/10/2018,sample 3,mouse_SGQTD,1/22/2018,78,F,Pvalb-Cre/wt; Ai9/wt,3-Feb,3-Feb,PV-,502977,841323,145484,2,11276,IT,L2/3 IT_3,0.83,L2/3 IT_3 (82.7%),,,,,,,,,,,
149,20180410_sample_4,20180410_slice_4,4/10/2018,sample 4,mouse_SGQTD,1/22/2018,78,F,Pvalb-Cre/wt; Ai9/wt,3-Feb,3-Feb,PV-,2458835,926159,257699,2,14773,IT,L2/3 IT_3,0.69,L2/3 IT_3 (69.0%),,,,,,,,,,,
150,20180410_sample_5,20180410_slice_5,4/10/2018,sample 5,mouse_SGQTD,1/22/2018,78,F,Pvalb-Cre/wt; Ai9/wt,3-Feb,3-Feb,PV-,3271398,1353231,349247,2,15312,IT,L2/3 IT_3,0.51,L2/3 IT_3 (50.6%),,,,,,,,,,,
151,20180410_sample_6,20180410_slice_5,4/10/2018,sample 6,mouse_SGQTD,1/22/2018,78,F,Pvalb-Cre/wt; Ai9/wt,3-Feb,3-Feb,PV-,1394395,2724683,498274,2,14952,IT,L2/3 IT_3,0.78,L2/3 IT_3 (77.7%),,,,,,,,,,,
152,20180410_sample_9,20180410_slice_7,4/10/2018,sample 9,mouse_SGQTD,1/22/2018,78,F,Pvalb-Cre/wt; Ai9/wt,3-Feb,3-Feb,PV+,1378124,1169093,218078,2,12393,Pvalb,Pvalb Il1rapl2,0.69,Pvalb Il1rapl2 (69.0%),,,,,,,,,,,
153,20180411_sample_1,20180411_slice_1,4/11/2018,sample 1,mouse_EWGMO,1/22/2018,79,F,Pvalb-Cre/wt; Ai9/wt,3-Feb,3-Feb,PV-,953472,632037,80698,2,11393,IT,L2/3 IT_3,0.88,L2/3 IT_3 (87.6%),,,,,,,,,,,
154,20180411_sample_3,20180411_slice_3,4/11/2018,sample 3,mouse_EWGMO,1/22/2018,79,F,Pvalb-Cre/wt; Ai9/wt,5,5,PV-,2440565,847712,289707,2,13579,IT,L5 IT_1,0.99,L5 IT_1 (99.0%),L5 IT ALM Cpa6 Gpr88 (100.0%),2117,390.86,Fede,10,676.6,248,586.4,1618.464,,
155,20180411_sample_4,20180411_slice_4,4/11/2018,sample 4,mouse_EWGMO,1/22/2018,79,F,Pvalb-Cre/wt; Ai9/wt,5,3-Feb,PV+,2174429,1090494,220461,2,12639,Pvalb,Pvalb Reln,0.61,Pvalb Reln (60.9%),,,,,,,,,,,
156,20180411_sample_5,20180411_slice_5,4/11/2018,sample 5,mouse_EWGMO,1/22/2018,79,F,Pvalb-Cre/wt; Ai9/wt,5,5,PV+,499070,194685,50679,3,11349,Pvalb,Pvalb Reln,0.97,Pvalb Reln (96.7%),Pvalb Reln Itm2a (100.0%),1958,402.18,Fede,25,576.1,199.9,635.2,1753.152,y,
157,20180412_sample_1,20180412_slice_1,4/12/2018,sample 1,mouse_KDMGS,12/18/2017,115,F,wt/wt,5,5,WT,975177,42323,70040,3,7609,IT,L5 IT_1,0.81,L5 IT_1 (80.7%),,,,,,,,,,,
158,20180412_sample_2,20180412_slice_2,4/12/2018,sample 2,mouse_KDMGS,12/18/2017,115,F,wt/wt,3-Feb,3-Feb,WT,370453,376176,76549,2,7742,Pvalb,Pvalb Il1rapl2,0.79,Pvalb Il1rapl2 (78.9%),,,,,,,,,,,
159,20180412_sample_3,20180412_slice_3,4/12/2018,sample 3,mouse_KDMGS,12/18/2017,115,F,wt/wt,3-Feb,3-Feb,WT,341475,500918,85856,2,6903,IT,L4/5 IT_2,0.85,L4/5 IT_2 (85.4%),,,,,,,,,,,
160,20180412_sample_4,20180412_slice_4,4/12/2018,sample 4,mouse_KDMGS,12/18/2017,115,F,wt/wt,3-Feb,3-Feb,WT,904182,489660,110704,2,9105,IT,L2/3 IT_3,0.94,L2/3 IT_3 (93.6%),,,,,,,,,,,
161,20180412_sample_7,20180412_slice_7,4/12/2018,sample 7,mouse_KDMGS,12/18/2017,115,F,wt/wt,3-Feb,5,WT,2176055,652586,268439,2,13332,IT,L4/5 IT_2,0.59,L4/5 IT_2 (59.1%),,,,,,,,,,,
162,20180413_sample_2,20180413_slice_2,4/13/2018,sample 2,mouse_VBJMY,11/27/2017,137,F,wt/wt,3-Feb,3-Feb,WT,2527476,530684,120855,2,13753,Pvalb,Pvalb Il1rapl2,0.7,Pvalb Il1rapl2 (69.6%),,,,,,,,,,,
163,20180413_sample_3,20180413_slice_3,4/13/2018,sample 3,mouse_VBJMY,11/27/2017,137,F,wt/wt,3-Feb,3-Feb,WT,3503328,1221128,219512,2,14350,Pvalb,Pvalb Reln,0.86,Pvalb Reln (86.3%),,,,,,,,,,,
164,20180413_sample_4,20180413_slice_4,4/13/2018,sample 4,mouse_VBJMY,11/27/2017,137,F,wt/wt,3-Feb,3-Feb,WT,1324001,1087552,231943,2,12825,IT,L2/3 IT_3,0.9,L2/3 IT_3 (90.4%),,,,,,,,,,,
165,20180417_sample_1,20180417_slice_1,4/17/2018,sample 1,mouse_UFLLT,9/26/2017,203,M,Viaat-Cre/wt; Ai9/wt,3-Feb,3-Feb,VIAAT+,377558,373697,45810,3,6459,Vip,Vip Sncg,1,Vip Sncg (99.6%),Vip Col15a1 Pde1a (99.0%),2434,39.96,Fede,15,137.4,53,483,1333.08,y,
166,20180417_sample_2,20180417_slice_2,4/17/2018,sample 2,mouse_UFLLT,9/26/2017,203,M,Viaat-Cre/wt; Ai9/wt,3-Feb,3-Feb,VIAAT+,310622,313679,63201,2,7508,Pvalb,Pvalb Il1rapl2,0.78,Pvalb Il1rapl2 (78.0%),,,,,,,,,,,
167,20180417_sample_3,20180417_slice_3,4/17/2018,sample 3,mouse_UFLLT,9/26/2017,203,M,Viaat-Cre/wt; Ai9/wt,3-Feb,3-Feb,VIAAT-,275774,404159,69786,2,6640,IT,L4/5 IT_2,0.85,L4/5 IT_2 (84.9%),,,,,,,,,,,
168,20180417_sample_4,20180417_slice_3,4/17/2018,sample 4,mouse_UFLLT,9/26/2017,203,M,Viaat-Cre/wt; Ai9/wt,3-Feb,3-Feb,VIAAT+,1543088,710973,123768,2,12982,Pvalb,Pvalb Il1rapl2,0.99,Pvalb Il1rapl2 (99.3%),Pvalb Tpbg (100.0%),2038,488.08,Fede,30,226.8,83.6,562.2,1551.672,,
169,20180417_sample_5,20180417_slice_4,4/17/2018,sample 5,mouse_UFLLT,9/26/2017,203,M,Viaat-Cre/wt; Ai9/wt,3-Feb,3-Feb,VIAAT-,1342342,1265137,196904,2,10119,IT,L2/3 IT_3,0.87,L2/3 IT_3 (86.9%),,,,,,,,,,,
170,20180417_sample_6,20180417_slice_5,4/17/2018,sample 6,mouse_UFLLT,9/26/2017,203,M,Viaat-Cre/wt; Ai9/wt,3-Feb,3-Feb,VIAAT-,1857092,116563,128434,2,5964,IT,L2/3 IT_3,0.49,L2/3 IT_3 (48.6%),,,,,,,,,,,
171,20180417_sample_7,20180417_slice_6,4/17/2018,sample 7,mouse_UFLLT,9/26/2017,203,M,Viaat-Cre/wt; Ai9/wt,3-Feb,3-Feb,VIAAT+,1950928,1181594,198998,2,11520,Pvalb,Pvalb Il1rapl2,0.61,Pvalb Il1rapl2 (61.0%),,,,,,,,,,,
172,20180417_sample_8,20180417_slice_7,4/17/2018,sample 8,mouse_UFLLT,9/26/2017,203,M,Viaat-Cre/wt; Ai9/wt,3-Feb,3-Feb,VIAAT+,2144342,1933816,327814,2,11641,Sst,Sst Calb2,0.53,Sst Calb2 (53.4%),,,,,,,,,,,
173,20180417_sample_9,20180417_slice_8,4/17/2018,sample 9,mouse_UFLLT,9/26/2017,203,M,Viaat-Cre/wt; Ai9/wt,3-Feb,3-Feb,VIAAT-,1742508,749541,173441,2,12797,IT,L2/3 IT_3,0.92,L2/3 IT_3 (92.4%),,,,,,,,,,,
174,20180418_sample_1,20180418_slice_1,4/18/2018,sample 1,mouse_KZWYG,12/18/2017,121,F,wt/wt,3-Feb,3-Feb,WT,1020150,833717,85539,2,9080,Pvalb,Pvalb Il1rapl2,0.83,Pvalb Il1rapl2 (83.3%),,,,,,,,,,,
175,20180418_sample_2,20180418_slice_2,4/18/2018,sample 2,mouse_KZWYG,12/18/2017,121,F,wt/wt,3-Feb,3-Feb,WT,455706,25479,32481,2,5312,Pvalb,Pvalb Reln,0.59,Pvalb Reln (58.7%),,,,,,,,,,,
176,20180418_sample_3,20180418_slice_3,4/18/2018,sample 3,mouse_KZWYG,12/18/2017,121,F,wt/wt,3-Feb,3-Feb,WT,524716,269003,34898,2,7460,Pvalb,Pvalb Reln,0.97,Pvalb Reln (97.1%),Pvalb Reln Itm2a (100.0%),1978,184,Matteo,25,387.9,153.6,560.8,1547.808,,
177,20180418_sample_5,20180418_slice_5,4/18/2018,sample 5,mouse_KZWYG,12/18/2017,121,F,wt/wt,5,5,WT,229617,143861,39793,3,8698,IT,L5 IT_1,0.94,L5 IT_1 (94.1%),,,,,,,,,,,
178,20180418_sample_6,20180418_slice_6,4/18/2018,sample 6,mouse_KZWYG,12/18/2017,121,F,wt/wt,3-Feb,3-Feb,WT,1283107,820558,141082,2,9396,IT,L2/3 IT_3,0.51,L2/3 IT_3 (51.3%),,,,,,,,,,,
179,20180420_sample_2,20180420_slice_2,4/20/2018,sample 2,mouse_AAYYT,11/23/2017,148,F,wt/wt,3-Feb,3-Feb,WT,393455,1275287,222014,2,5789,low quality,,,,,1980,59.3,Matteo,12,271.5,108.5,608.5,1679.46,,
180,20180420_sample_3,20180420_slice_3,4/20/2018,sample 3,mouse_AAYYT,11/23/2017,148,F,wt/wt,3-Feb,3-Feb,WT,349506,1115644,141022,2,5612,IT,L4/5 IT_1,0.5,L4/5 IT_1 (49.6%),,,,,,,,,,,
181,20180420_sample_4,20180420_slice_4,4/20/2018,sample 4,mouse_AAYYT,11/23/2017,148,F,wt/wt,3-Feb,3-Feb,WT,736929,1008359,193315,2,5717,IT,L2/3 IT_3,0.8,L2/3 IT_3 (79.7%),,,,,,,,,,,
182,20180424_sample_1,20180424_slice_1,4/24/2018,sample 1,mouse_MICGF,1/26/2018,88,F,wt/wt,3-Feb,3-Feb,WT,782149,54890,95873,2,2444,IT,L2/3 IT_3,0.31,L2/3 IT_3 (31.3%),,,,,,,,,,,
183,20180424_sample_2,20180424_slice_2,4/24/2018,sample 2,mouse_MICGF,1/26/2018,88,F,wt/wt,3-Feb,3-Feb,WT,1795115,1638737,314617,2,11933,IT,L2/3 IT_3,0.92,L2/3 IT_3 (92.3%),,,,,,,,,,,
184,20180424_sample_3,20180424_slice_3,4/24/2018,sample 3,mouse_MICGF,1/26/2018,88,F,wt/wt,3-Feb,3-Feb,WT,1048724,1165612,177348,2,11465,IT,L2/3 IT_3,0.97,L2/3 IT_3 (96.9%),L2/3 IT VISp Agmat (57.0%),,,,,,,,,,
185,20180424_sample_6,20180424_slice_6,4/24/2018,sample 6,mouse_MICGF,1/26/2018,88,F,wt/wt,3-Feb,3-Feb,WT,1266669,864665,123010,2,10365,IT,L2/3 IT_3,0.89,L2/3 IT_3 (89.1%),,,,,,,,,,,
186,20180425_sample_2,20180425_slice_2,4/25/2018,sample 2,mouse_HIEAS,1/26/2018,89,M,wt/wt,3-Feb,3-Feb,WT,601260,691169,102112,2,11334,IT,L2/3 IT_3,1,L2/3 IT_3 (99.7%),L2/3 IT VISp Agmat (89.0%),,,,,,,,,,
